399.19608	1.75332
401.12457	1.69234
403.05305	1.62795
404.98153	1.56705
406.91002	1.51219
408.8385	1.46432
410.76698	1.41967
412.69547	1.37535
414.62395	1.33373
416.55243	1.2917
418.48092	1.24042
420.4094	1.19106
422.33788	1.15848
424.26637	1.13516
426.19485	1.11649
428.12333	1.1024
430.05182	1.09141
431.9803	1.08213
433.90878	1.07418
435.83727	1.0676
437.76575	1.06285
439.69423	1.05874
441.62272	1.05318
443.5512	1.04708
445.47969	1.04371
447.40817	1.04294
449.33665	1.04191
451.26514	1.03924
453.19362	1.03523
455.1221	1.03109
457.05059	1.02832
458.97907	1.0269
460.90755	1.0249
462.83604	1.02172
464.76452	1.01878
466.693	1.01693
468.62149	1.01514
470.54997	1.01239
472.47845	1.0088
474.40694	1.00461
476.33542	0.9997
478.26391	0.99397
480.19239	0.98775
482.12087	0.98182
484.04935	0.97652
485.97784	0.97169
487.90632	0.96688
489.83481	0.9619
491.76329	0.95722
493.69177	0.9534
495.62026	0.95017
497.54874	0.94709
499.47722	0.9446
501.40571	0.9431
503.33419	0.94165
505.26267	0.93936
507.19116	0.93676
509.11964	0.93412
511.04812	0.93075
512.97661	0.9264
514.90509	0.9216
516.83357	0.9169
518.76206	0.91271
520.69054	0.90887
522.61902	0.90482
524.54751	0.90035
526.47599	0.89574
528.40448	0.89135
530.33296	0.88721
532.26144	0.88328
534.18993	0.87965
536.11841	0.87649
538.04689	0.87368
539.97538	0.87079
541.90386	0.86772
543.83234	0.8647
545.76083	0.86195
547.68931	0.85989
549.61779	0.85882
551.54628	0.85855
553.47476	0.85872
555.40324	0.8592
557.33173	0.86016
559.26021	0.86186
561.18869	0.86435
563.11718	0.86731
565.04566	0.87027
566.97415	0.87313
568.90263	0.87624
570.83111	0.87955
572.75959	0.88274
574.68808	0.88597
576.61656	0.88949
578.54505	0.89298
580.47353	0.89603
582.40201	0.89844
584.3305	0.90034
586.25898	0.90217
588.18746	0.90406
590.11595	0.90593
592.04443	0.90785
593.97291	0.90975
595.9014	0.91183
597.82988	0.91482
599.75836	0.91925
601.68685	0.92455
603.61533	0.92951
605.54382	0.93396
607.4723	0.93911
609.40078	0.9463
611.32926	0.95612
613.25775	0.96846
615.18623	0.98295
617.11472	0.9985
619.0432	1.01311
620.97168	1.02558
622.90017	1.03631
624.82865	1.04618
626.75713	1.05543
