399.19608	2.26349
401.12457	1.99263
403.05305	1.88936
404.98153	1.87842
406.91002	1.91141
408.8385	1.89697
410.76698	1.78349
412.69547	1.64693
414.62395	1.54929
416.55243	1.49303
418.48092	1.46574
420.4094	1.44309
422.33788	1.40019
424.26637	1.3455
426.19485	1.30121
428.12333	1.28028
430.05182	1.28029
431.9803	1.28596
433.90878	1.27787
435.83727	1.25294
437.76575	1.22815
439.69423	1.21567
441.62272	1.21513
443.5512	1.2217
445.47969	1.22734
447.40817	1.22512
449.33665	1.21719
451.26514	1.20999
453.19362	1.20725
455.1221	1.21049
457.05059	1.21592
458.97907	1.21057
460.90755	1.19201
462.83604	1.17356
464.76452	1.16345
466.693	1.16165
468.62149	1.16607
470.54997	1.17158
472.47845	1.16841
474.40694	1.15505
476.33542	1.14182
478.26391	1.13485
480.19239	1.13298
482.12087	1.13154
484.04935	1.12539
485.97784	1.11495
487.90632	1.10575
489.83481	1.10132
491.76329	1.10253
493.69177	1.10685
495.62026	1.10737
497.54874	1.10053
499.47722	1.09103
501.40571	1.08513
503.33419	1.08406
505.26267	1.08595
507.19116	1.08884
509.11964	1.0891
511.04812	1.08403
512.97661	1.0759
514.90509	1.06885
516.83357	1.06439
518.76206	1.06047
520.69054	1.05347
522.61902	1.04316
524.54751	1.03265
526.47599	1.02424
528.40448	1.01851
530.33296	1.0157
532.26144	1.01462
534.18993	1.0124
536.11841	1.00817
538.04689	1.00413
539.97538	1.00212
541.90386	1.00221
543.83234	1.00343
545.76083	1.00342
547.68931	1.00007
549.61779	0.9946
551.54628	0.9905
553.47476	0.9899
555.40324	0.99203
557.33173	0.9942
559.26021	0.99464
561.18869	0.9942
563.11718	0.99445
565.04566	0.99634
566.97415	1.00072
568.90263	1.00713
570.83111	1.01295
572.75959	1.01671
574.68808	1.01988
576.61656	1.02414
578.54505	1.02957
580.47353	1.03534
582.40201	1.03992
584.3305	1.04219
586.25898	1.04306
588.18746	1.04403
590.11595	1.04589
592.04443	1.04894
593.97291	1.05225
595.9014	1.0542
597.82988	1.05495
599.75836	1.05607
601.68685	1.05834
603.61533	1.06152
605.54382	1.06561
607.4723	1.07096
609.40078	1.07778
611.32926	1.08641
613.25775	1.09768
615.18623	1.11268
617.11472	1.13169
619.0432	1.1523
620.97168	1.17084
622.90017	1.18602
624.82865	1.19893
626.75713	1.21094
628.68562	1.22341
630.6141	1.23736
632.54258	1.25175
634.47107	1.26467
636.39955	1.27688
638.32803	1.29111
640.25652	1.30782
642.185	1.32545
644.11348	1.34277
646.04197	1.35842
647.97045	1.37119
649.89894	1.38218
651.82742	1.39424
653.7559	1.4087
655.68439	1.42323
657.61287	1.43451
659.54135	1.44223
661.46984	1.44785
663.39832	1.45244
665.3268	1.45894
667.25529	1.47328
669.18377	1.49236
671.11225	1.50291
673.04074	1.50839
674.96922	1.51726
676.8977	1.52971
678.82619	1.54205
680.75467	1.55333
682.68315	1.56349
684.61164	1.5716
686.54012	1.5786
688.46861	1.58673
690.39709	1.59605
692.32557	1.60512
694.25405	1.61348
696.18254	1.62052
698.11102	1.62617
700.0395	1.63246
701.96799	1.64025
703.89647	1.64769
705.82496	1.6523
707.75344	1.65063
709.68192	1.63902
711.61041	1.61608
713.53889	1.58252
715.46737	1.53846
717.39586	1.48188
719.32434	1.41205
721.25282	1.33647
723.18131	1.26858
725.10979	1.21843
727.03827	1.19131
728.96676	1.19198
730.89524	1.22454
