25.2436	-0.93014
25.4133	-0.93342
25.5773	-0.93703
25.7435	-0.94068
25.9064	-0.94447
26.0679	-0.94804
26.2315	-0.95148
26.4003	-0.95456
26.5692	-0.95775
26.7242	-0.96091
26.8836	-0.96435
27.0524	-0.96786
27.2211	-0.97147
27.3898	-0.9752
27.5493	-0.97881
27.7175	-0.98221
27.8774	-0.98572
28.0438	-0.98945
28.2033	-0.99291
28.3613	-0.99641
28.5319	-1.00012
28.7007	-1.00363
28.8605	-1.00722
29.0328	-1.01079
29.2017	-1.0143
29.3619	-1.01784
29.5174	-1.0211
29.6958	-1.02444
29.8464	-1.02766
29.9999	-1.03082
30.1892	-1.03345
30.3484	-1.03641
30.5251	-1.03933
30.6637	-1.04191
30.8329	-1.04458
30.977	-1.04677
31.1577	-1.04887
31.3222	-1.05057
31.4813	-1.05251
31.6458	-1.05423
31.8097	-1.05608
31.9682	-1.05784
32.1422	-1.05985
32.3028	-1.06176
32.472	-1.0637
32.6334	-1.06571
32.7869	-1.06747
32.9528	-1.06912
33.1176	-1.07037
33.2898	-1.07137
33.4502	-1.07238
33.6178	-1.07326
33.7825	-1.07419
33.9395	-1.075
34.1124	-1.07589
34.2721	-1.07665
34.4383	-1.07738
34.5964	-1.07777
34.7666	-1.07806
34.9322	-1.07842
35.0943	-1.07858
35.2617	-1.07864
35.4289	-1.07866
35.5873	-1.07884
35.7527	-1.07865
35.9158	-1.07849
36.0774	-1.07831
36.2474	-1.07825
36.401	-1.07817
36.583	-1.07831
36.7391	-1.07839
36.9048	-1.07859
37.0676	-1.07896
37.2298	-1.0794
37.3961	-1.07973
37.5617	-1.07997
37.7287	-1.08023
37.8926	-1.08037
38.0634	-1.08034
38.2201	-1.08026
38.3861	-1.08055
38.5515	-1.08106
38.7174	-1.08131
38.8831	-1.08165
39.0467	-1.08202
39.2137	-1.08231
39.3793	-1.08235
39.5464	-1.08246
39.711	-1.0827
39.8715	-1.08262
40.0361	-1.08265
40.2018	-1.08258
40.363	-1.08268
40.5221	-1.08285
40.6806	-1.08318
40.852	-1.08343
41.0116	-1.08395
41.1851	-1.08407
41.3428	-1.08426
41.5138	-1.08438
41.6773	-1.08457
41.8361	-1.08473
41.9988	-1.08525
42.1654	-1.08553
42.3317	-1.08579
42.4969	-1.08611
42.6611	-1.08646
42.8189	-1.08678
42.9935	-1.08718
43.1596	-1.08773
43.3147	-1.08823
43.4862	-1.08851
43.6416	-1.08891
43.8028	-1.08912
43.9649	-1.08956
44.1358	-1.08944
44.2946	-1.08951
44.4656	-1.08957
44.6431	-1.08967
44.8137	-1.08965
44.947	-1.08977
45.1342	-1.09002
45.2813	-1.0901
45.4546	-1.09016
45.6071	-1.09026
45.7777	-1.09037
45.9456	-1.09026
46.1184	-1.09045
46.2751	-1.09068
46.4406	-1.09108
46.6215	-1.09142
46.7696	-1.09182
46.9312	-1.09227
47.0951	-1.09251
47.2662	-1.09277
47.4183	-1.09318
47.5947	-1.09332
47.7556	-1.09334
47.9308	-1.09351
48.0877	-1.0938
48.2613	-1.09404
48.4196	-1.09449
48.5865	-1.09487
48.746	-1.09518
48.9188	-1.09534
49.0891	-1.09545
49.2382	-1.09551
49.4068	-1.09534
49.5794	-1.09531
49.7386	-1.0953
49.9027	-1.09518
50.071	-1.09509
50.23049	-1.09528
50.4002	-1.09564
50.5666	-1.09591
50.7269	-1.09611
50.8905	-1.09648
51.0579	-1.09665
51.2203	-1.09654
51.3842	-1.0964
51.5424	-1.09639
51.7128	-1.0961
51.8783	-1.09578
52.0471	-1.09566
52.2164	-1.09561
52.3752	-1.09549
52.5435	-1.09523
52.6994	-1.09487
52.8751	-1.09422
53.0353	-1.09319
53.203	-1.09223
53.3661	-1.09134
53.5309	-1.09049
53.6908	-1.08978
53.8574	-1.08952
54.0181	-1.08895
54.1893	-1.08843
54.3496	-1.08804
54.5207	-1.08756
54.68339	-1.08695
54.8536	-1.08664
55.0132	-1.08644
55.1904	-1.08596
55.3434	-1.08535
55.5071	-1.08491
55.6733	-1.08412
55.8385	-1.08323
56.0034	-1.08253
56.1701	-1.08207
56.3314	-1.08152
56.4999	-1.08116
56.6667	-1.0808
56.8276	-1.08053
57.0022	-1.08056
57.1674	-1.08068
57.3316	-1.08077
57.4951	-1.08103
57.6501	-1.08103
57.8552	-1.08029
58.0177	-1.07908
58.1888	-1.07787
58.3497	-1.07686
58.5115	-1.07593
58.6766	-1.0754
58.838	-1.07492
58.9985	-1.07439
59.1626	-1.07364
59.3236	-1.07263
59.4865	-1.07153
59.6528	-1.07082
59.8115	-1.06971
59.976	-1.06894
60.1339	-1.06835
60.2978	-1.06776
60.4618	-1.06708
